ID	center_name	center_inform	center_intro	center_program
700	파랑지역아동센터	울산광역시 울주군 신기3길 16-21 052-264-8669 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 11:00 ~ 20:00 토요일 : 09:00 ~ 15:30	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
701	파랑새휴먼지역아동센터	대전광역시 동구 한밭대로1237번길 45-14 2층 용전동 042-632-0815 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:30 ~ 18:30 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
702	파랑새지역아동센터	대전광역시 동구 백룡로48번길 79 2층 대동 2층 070-4025-8331 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	사랑으로 심어 희망으로 키우는 대전광역시 동구 대동에 위치한 파랑새지역아동센터입니다~    	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
703	파랑새지역아동센터	대구광역시 달성군 구지면 창리로11길 58-6 070-8911-7179 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 09:00 ~ 22:00 토요일 : 09:00 ~ 15:00	낙후된 변두리 지역 소외계층 아동들의 경제적 어려움과 부모의 버림으로 보호와 양육, 교육이 필요한 아동 및 미취학 아동들에게 필요한 서비스와 개별, 집단프로그램을 실시함으로서 심리적 정서적 안정을 찾고 다양한 체험의 기회를 통해 사회적응력을 향상시켜 올바른 가치관을 형성하여, 건강한 사회구성원을 양성하는데 그 목적이 있다.   	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
704	파랑새지역아동센터	광주광역시 남구 군분로99번길 5 제일맨션아파트 상가 3층 1호 월산동 3층1호 062-432-9981 이용시간 학기중 : 10:00 ~ 20:30 방학중 : 10:00 ~ 20:00 토요일 : ~	<p>&nbsp;&amp;lp&gt;&lp><p>&nbsp;파랑새지역아동센터는 지역사회 내 보호를 필요로 하는 아동을 대상으로 지역사회아동의 건전한 사회적, 정서적 발달을 도모하여 학업성취 능력의 향상의 기회를 제공하고 안전한 보호, 교육, 건전한 놀이를 제공, 보호자 및 가족 전체와 지역사회의 연계 등 아동이 건강한 사회 구성원으로 성장하도록 돕는 종합적인 아동보호 서비스를 제공하는데 있다.&amp;lp&gt;&lp><p>&nbsp;&amp;lp&gt;&lp>    	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
705	파랑새지역아동센터	경남 의령군 의령읍 의병로9길 13-5 (하나둘셋어린이집)2층 055-572-2046 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
706	파랑새지역아동센터	서울특별시 중랑구 용마산로129가길 54 3층 (신내동) 02-432-5622 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	2002년 11월에 개관 현원 35명     	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
707	파랑새지역아동센터	전라남도 고흥군 고흥로 1182-0 풍양면 061-835-0365 이용시간 학기중 : 10:30 ~ 19:30 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
708	파랑새지역아동센터	전라북도 군산시 동아로 143 코러스마트2층 (산북동) 063-467-2050 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
709	파랑새지역아동센터	043-542-3033 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
710	파랑새지역아동센터	충청북도 청주시 상당구 상당구 중앙로61번길 39-12 2층 영동 043-259-6101 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : 10:00 ~ 14:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
711	파랑새지역아동센터	부산광역시 해운대구 신반송로 21 051-927-0115 이용시간 학기중 : 12:00 ~ 22:00 방학중 : 12:00 ~ 21:00 토요일 : ~ 08142026		생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
712	파랑새지역아동센터	경기도 평택시 평택로 180 203호 (세교동) 031-653-7508 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
713	파랑새지역아동센터	광주 동구 학소로 138 (학동) 2층 062-233-3621 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	파랑새지역아동센터는 광주 시내를 감싸고 있는 무등산 아래 자리 잡고 있어 깨끗한 공기를 마시고 창 밖에는 한 폭의 그림 같은 아름다운 경치가 펼쳐져있습니다. 저희 센터에는 “선생님, 저는 나중에 커서 의대를 졸업하여 의사가 되고 싶어요.” , “저는 유명한 유** 채널을 운영해서 구독자가 많이 생겼으면 좋겠어요.” 등등 마음 속 깊이 각자의 꿈을 갖고 있는 아이들이 있습니다. 미래의 중심이 될 아동에게 배움의 기회를 제공하고 있고 그 밖에도 다양한 체험을 할 수 있도록 프로그램을 제공해주고 있습니다.  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
714	파랑새드림지역아동센터	대구광역시 남구 중앙대로 147-0 대명동 2층 053-625-9741 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
715	파란지역아동센터	경북 포항시 남구 오천읍 원동로 3 206호 (메트로프라자) 054-274-3435 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~		
716	파란나라지역아동센터	서울특별시 중랑구 면목로 452 2층 (면목동) 02-494-0476 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~ 00:00		생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
717	파란꿈지역아동센터	광주광역시 남구 고싸움로164번길 21 지석동 062-361-3777 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 09:00 ~ 18:00 토요일 : 09:00 ~ 13:00	설치일 시설장 생활복지사 신고정원 현 원 40명 2008.12.02 1명 2명 40명 우선보호아동 36 일반아동 4      파란꿈지역아동센터가 위치한 대촌동은 광주광역시 남단에 위치하고 나주평야와 연결하는 광활한 농경지를 보유하고 있는 곳으로 대촌동은 남구 면적의 58%를 차지하고 농경지가 전면적의 70%에 이르러 도시근교농업이 발달한 곳으로 다문화가정의 아동 분포도가 높고, 한부모 가정, 조손가정 등 농촌지역에서 나타나는 사회적으로 돌봄이 필요한 가정이 많은 지역이다. 일반적 농촌지역의 특성처럼 학원이 거의 없기 때문에 아동들이 안전하게 이용할 수 있는 곳은 지역아동센터 뿐으로, 지역아동센터를 이용하려는 아동과 학부모의 욕구는 매우 강한 편이다. 파란꿈지역아동센터를 이용하는 아동들은 대촌동을 중심으로 대지동, 학촌동, 화장동, 신창동, 신양촌, 양촌, 나주 덕례리, 신장동, 지적동 등 13개 지역에 걸쳐 분포되어 있다. 부모들은 대부분 맞벌이와 하우스농사와 같은 농사도 병행하고 있는 경우가 많아서 아침부터 저녁 늦게 까지 직장 및 농사일에 매달려 있어서 자녀들의 보호・교육・문화・복지 등을 신경 쓰기에는 현실적으로 매우 힘든 상황이다. 또한, 대촌 지역은 도농복합지역의 특성을 띠고 있으며, 시내와는 달리 인근 주변에 교육 및 문화 혜택을 누릴 만한 장소가 거의 없는 실정이다. 이러한 이유로 파란꿈지역아동센터에서는 아동들의 안전한 보호와 차량귀가서비스, 기초학습지도, 특기 적성교육, 캠프, 공연 및 행사, 문화체험, 생일잔치 등의 정서지원과 개별 아동이 처한 상황에 맞는 다양한 복지혜택 등을 제공하여 지역아동센터를 이용하는 아동・청소년들이 건강하고 안전하게 성장할 수 있도록 지원하고 있다. 	- 보호 : 센터 생활적응지도, 일상예절교육, 위생건강관리, 급식지도, 토요 돌봄, 안전귀가지도, 5대 안전 의무교육 등 - 교육 : 기초학습, 중학영어, 초등밀크T(교과학습지도), 독서지도, 특기적성 댄스, 아동인권교육, 아동자치회의 등 - 문화 : 문화체험, 여름캠프, 겨울캠프, 지역공연행사, 어린이날 행사 등 - 정서지원 : 연고자 및 아동 상담, 통합사례관리, 토탈 공예, 미술치료, 생일잔치 등 - 지역사회연계 : 기관홍보, 자원봉사, 운영위원회, 지역자원 연계 등    
718	파란구슬지역아동센터	경기 평택시 청북면 안청로1길 92 (사랑으로부영5차) 509동 102호 031-684-2228 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 10:00 ~ 22:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
719	파동지역아동센터	대구광역시 수성구 파동로18길 12 파동지역아동센터 (파동) 053-768-5882 이용시간 학기중 : 12:00 ~ 21:00 방학중 : 12:00 ~ 21:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
720	틔움지역아동센터	광주 북구 하서로 357 (양산동,본촌교회) 3층 062-572-5725 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
721	트윈스지역아동센터	경기 의정부시 가능로49번길 8 (가능동) 031-871-2739 이용시간 학기중 : 10:00 ~ 19:30 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
722	트리니티지역아동센터	대구광역시 서구 서대구로3길 69 2층 트리니티지역아동센터 내당동 2층 트리니티지역아동센터 070-8299-8599 이용시간 학기중 : 10:30 ~ 19:30 방학중 : 08:00 ~ 15:00 토요일 : 00:00 ~ 00:00	<오늘을 최고의 하루로 만들어요!>라는 큰 운영이념 아래에 아동들의 자라온 배경과 환경을 발판으로 밝고 희망찬 미래에 대한 소망을 품을 수 있도록 현재 ‘오늘(Here and Now)’이라는 시점에 중점을 두며 아동들에 대한 체계적이고 시의 적절한 보조와 통합적인 아동복지서비스제공을 통하여 사회의 당당한 구성원으로 성장하는 것을 운영이념으로 다음과 같은 운영목표를 성취시키도록 한다. ○ 행복하고 긍정적인 생각을 통해 나의 미래를 앞당겨 봐요 ○ 오늘을 성공시킬 시간 관리와 독서를 해요 ○ 건전한 경제습관을 위해 용돈관리와 저축을 해요 ○ 소망을 나누는 사람이 되도록 학업에 최선을 다해요      	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
723	튜울립지역아동센터	충북 청주시 서원구 창신로12번길 1 (사창동) 043-260-4567 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
724	투게더지역아동센터	전라남도 목포시 당가두로38번길 24-0 (옥암동,101호, 102호) 옥암동 (옥암동)101호,102호 투게더지역아동센터 061-284-6884 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
725	퇴촌한마음지역아동센터	경기도 광주시 퇴촌면 탑골길 5-16 031-763-2868 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : ~ boreemoon	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
726	퇴계지역아동센터	강원도 춘천시 행촌로 43 2층 퇴계지역아동센터 (퇴계동) 033-244-5637 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	2009년 11월 11일에 개소한 퇴계동지역아동센터는 현재 30명의 아동들과 세분의 선생님 그리고 급식선생님 프로그램 강사선생님들과 미래에 대한 비전을 가지고 하루하루를 알차게 지내고 있습니다   	글로벌시대의 리더를 키우는 영어 프로그램     한국사능력시험 준비반 - 역사가 재미있어요         독서지도 수업   
727	퇴계원지역아동센터	경기도 남양주시 경춘북로558번길 10-0 10 엘리시아102동104호 퇴계원면, 엘리시아 아파트 031-575-7142 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 10:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
728	통영시공립지역아동센터	경상남도 통영시 미수로 92-10 055-990-1314 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
729	통영꿈쟁이지역아동센터	경상남도 통영시 안정1길 53 104동 101호 (통영현대성우오스타1단지) 055-649-1022 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
730	통리지역아동센터	강원 태백시 통리길 67-1 (통동) 033-554-8777 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
731	톡톡플러스지역아동센터	경기도 안성시 난실길 13-9 031-672-1254 이용시간 학기중 : 09:00 ~ 18:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
732	토마토지역아동센터	광주 북구 면앙로 30 (용봉동) 062-252-3366 이용시간 학기중 : 10:30 ~ 22:00 방학중 : 11:00 ~ 22:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
733	토담지역아동센터	광주 동구 밤실로 11-31 (지산동) 062-223-3030 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 20:00 토요일 : 00:00 ~ 00:00	저희 센터는 광주 동구 지산동에 위치하고 있습니다. 센터가 위치한 지역은 오래된 주택들과 원룸들이 밀집해 있는 대부분의 저소득층이 이웃하면서 살아가는 곳입니다. 그래서 센터를 이용하는 친구들 대분이 가정환경이 어려운 친구들입니다. 이런 친구들 19명이 방과후에 오손도손 행복하게 살아가는 곳이 저희 토담지역아동센터입니다.    센터가족들을 소개합니다 ~~^^     행복나눔테니스 활동입니다 ~~~^^     꿈다락활동입니다 ~~^^     아동자치회활동입니다 ~~^^     열공 ~~~^^     미술활동입니다. ~~^^ 	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
734	토기장이지역아동센터	대전광역시 유성구 구즉로52번길 40 송강동 042-933-2111 이용시간 학기중 : 10:00 ~ 20:30 방학중 : 10:00 ~ 20:30 토요일 : ~	사랑과 생동감이 넘치는 토기장이지역아동센터입니다!  1. 설립목적 지역아동센터는 지역사회 아동의 보호․교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 아동의 건전육성을 위하여 종합적인 아동복지 서비스를 제공하고자 설립되었습니다. 그러므로 지역의 저소득 결손가정 아동청소년들이 교육적 문화적으로 소외당하지 않고, 가정이나 사회 불안 속에서 생기는 정서적 상처를 치유 받으며, 학교생활이나 또래집단 내에서 자신감을 가지고 생활하게 되고, 나아가 올바른 이성관과 사회관을 가지고 바람직한 청소년기를 맞게 되고 건강하고 창의적이며 자립심이 강한 사회구성원으로 자라날 수 있도록 돕는데 목적을 두고 있습니다.  2. 연혁 2007. 09. 01 토기장이교육관을 공부방으로 운영 시작 2007. 09. 21 토기장이지역아동센터 이름으로 신고시설 운영(정원/19명) 2008. 03. 15 그룹영어지도 시작(문지중학교 영어봉사동아리) 2008. 07 EBS 나눔+ 선정 - 중학교 선생님 -방영 2008. 08. 26 ~ 28 제주캠프 - 전국투어 첫 캠프 2009. 01. 07 ~ 09 강원캠프 - 2차 캠프 2009. 07. 21 ~ 23 전라캠프 - 3차 캠프 2009. 10. 08 정원변경 신고(19명 → 29명) 2010. 07. 20 ~ 22 경주캠프 - 4차 캠프 2011. 01. 17 ~ 19 남해안캠프 - 5차 캠프 2011. 07. 18 ~ 21 제주캠프 - 아동자치회의를 거쳐 '어게인 제주캠프' 시행 2012. 01. 09 ~ 10 전국투어 캠프 7차실시 (서울) 2012. 01. 27 ~ 28 숲체원캠프 - 연합으로 시행한 겨울캠프 2012. 08. 09 ~ 11 8차 애버랜드캠프 2012. 12. 26 ~ 28 9차 스키캠프 2013. 07. 23 ~ 25 10차 보령캠프 2014. 02. 19 ~ 21 11차 서울~인천 2014. 07. 22 ~ 24 12차 여주~강원도 2014. 08. 05 ~ 06 침신대 드림캠프 2015. 02. 10 ~ 12 13차 스키캠프 2015. 08. 10 ~ 12 14차 영동 송호리수련원 2016. 01. 26 ~ 28 15차 스키캠프 2016. 08. 16 ~ 17 16차 연합캠프 2017. 01. 02 ~ 03. 13 배달강좌 연계 미술 프로그램 10회기 진행 2017. 01. 17 ~ 19 겨울스키캠프 2017. 02. 21 유성구급식관리지원센터 연계 I DO 캠프 2017. 07. 27 해양환경과학 체험캠프 2017. 07. 31 ~ 08. 02 자연에서 미래 지도자를 만드는 2017 제 8회 그린시드캠프 2017. 08. 04 사단법인 드림업 연계 다문화 이해 교육 2017. 08. 08 제5회 With Dream 축제 2017. 08. 10 2017년 유성구 어린이급식관리지원센터와 함께하는 어린이 뮤지컬 & 위생한마당 2017. 08. 16 KEB하나은행에서 주관한 유성구 지역아동센터와 함께하는 지역나눔 행복사랑 2017. 08. 17 ~ 18 유성구지역아동센터연합회 연합캠프 2017. 10. 14 유성구지역아동센터연합회 체육대회 2017. 11. 25 재능꿈나무발표회 2017. 11. 30 유성구자원봉사센터 연계 ‘리스’ 만들기 2017. 12. 02 음악감상 프로그램 2017. 12. 14 법제처 행사 2017. 12. 16 골프존 행사 2017. 12. 21 토기장이지역아동센터 크리스마스 행사 2017. 12. 22 사랑나눔행복나눔 대축제 2017. 12. 29 자원봉사동아리 주관 연말 행사  3. 직원 현황  구 분 계 시설장 대표자 생 활 복지사 아동복지 교 사 자체교사 자 원 봉사자 급 식 도우미 계 46 1 1 1 2 - 40 1 상근자 수 3 1 1 1 - - -    3. 건물 현황 1) 주소 : 대전광역시 유성구 구즉로52번길 40(송강동 186-5번지) 2) 전화번호 : 042)933-2111 / 팩스번호 : 042)934-2111 3) 대표 E-mail : tgje2111@naver.com   4. 아동현황(*2017년 12월 말 기준) 1) 학령별 (단위 : 명) 신고 정원 수 현원 학령별 계 미취학 초등 저학년 초등 고학년 중학생 고등학생 기타 29 29 0 11 9 6 2 0 29 2) 가정형태별 (단위 : 명) 구분 교육급여대상가정아동 장애가정아동 다문화가정아동 맞벌이가정아동 조손가정아동 3명 이상 다자녀가정 아동 한부모(차상위)가정아동 예외규정아동 일반아동 계 2 1 1 3 0 3 4 10 4 29    5. 주요사업 사업  구분 사 업 영 역 사 업 별 내 용 아동 관리 보호 아동 발굴 - 학교, 주민자치센터 등 유관기관과 연계하여 지역 내 보호 아동 발굴 - 아동 이용 시 제출하고, 구비해야할 관련 서류 안내 아동관리 - 기본자료 외 월1회 아동관리 기록 및 아동자료 보관 (아동 신상명세서, 출석부, 상담일지, 관찰일지 작성) 프 로 그 램 운 영 보호 - 생활 : 일상생활, 위생건강, 급식지도관리 - 안전 : 생활안전지도, 안전귀가지도, 5대안전의무교육, 특수목적형지역아동센터 지원사업을 통한 저녁방임 아동 돌봄 교육 - 학습 : 숙제지도, 교과학습지도 - 특기적성 : 예체능활동, 적성교육 - 성장과 권리 : 인성․사회성 교육, 아동자치회의 및 동아리 활동 문화 - 체험활동 : 관람․견학, 캠프․여행 - 참여활동 : 공연, 행사(문화/체육 등) 정서지원 - 상담 : 연고자 상담, 아동 상담 - 가족지원 : 보호자교육, 행사․모임 지역 사회 연계 - 홍보 : 기관홍보, 지역사회홍보 등 - 연계 : 인적연계, 기관연계 등 시 설 운 영 관리 - 시설운영관리 : 안전점검, 소방안전, 비품관리 등 사무 ․ 행정 - 시설 및 프로그램 운영을 위한 사무․행정업무 : 연간/월간/주간 계획, 프로그램 계획/진행/평가 : 내/외부 수․발신 공문 : 종사자 및 외부강사 관리 : 3년 주기별 지역아동센터 심화평가 : 운영위원회 회계 - 예산관리 및 집행 : 자금원천별 예산 관리 및 집행 : 사회복지시설정보시스템을 활용한 회계서류정리 : 연 1회 이상 지자체 현장점검  6. 지역사회연계기관 누적 목록 연계단체 프로그램내용 서비스 제공 수행인력 송강사회복지관 푸드뱅크 지원/동요대회 참가 수시로 지원 유성구행복네트워크 꿈나무체육대회/후원물품지원 선정시 필요시 지원 연계 아발론어학원 이용아동에 대한 학원비 할인 필요시 대전사회복지공동모금회를 통한 학원비 50% 기부금으로 대체 위너스학원 이용아동에 대한 학원비 할인 학습부진 아동 집중 지도 필요시 알프레드음악학원 이용아동에 대한 학원비 할인 필요시 청우태권도장 이용아동에 대한 원비 할인 필요시 유성시니어클럽 노인일자리(청소도우미) 3~11월 연계 유성노인복지관 노인일자리(한자지도) 3~11월 연계 유성보건소 아동건강검진 및 아동 성교육 4회 연계 성세원병원 아동건강검진 1~2회 연계 초록우산 후원물품 및 다양한 체험 6개월 연계 두산중공업 학습교재 지원 및 미술 3개월 연계 서대전홈플러스 간식지원 등 월 1~2회 지원 법제처 솔로몬파크 등 법 관련 캠프 외 사업 진행 연 1회 연계 어린이급식관리지원센터 급식관련 캠프, 급식식단 외 정기 지원 연계 행복누리재단 후원물품 및 프로그램 수시 연계 대전사회복지공동모금회 시설기능보강, 월동난방비, 사업비 지원 선정시 연계 CJ도너스캠프 학습교재비, 캠프비, 사업비, 김장김치 등 선정시 연계 유성구희망복지틔움 후원, 기능보강, LED 전구 교체 등 선정시 필요시 지원 연계 유성구자원봉사센터 자원봉사자 연계, 자원봉사자 프로그램지원, 물품후원 등 필요시 연계 유성구청소년과학과 중․고등학생 해양캠프 등 선정시 지원 전국자연보호연맹 초등학교 고학년 대상 그린시드캠프 등 선정시 지원  	1. 보호 - 특수목적형지역아동센터 지원사업 2년째 선정되어 야간돌봄진행(1월 부터 진행 중) - 지역사회연계로 건강검진 실시예정(4월 중)  2. 교육 - 중학교 학습지도 자원봉사동아리 연계하여 매주 금요일마다 초등학생 수학/영어 학습지도 실시 - 고등학교 학습지도와 과학동아리 연계하여 매주 중학생 수학/영어 학습지도를 실시하고, 초등학생 대상으로 과학실험 월 1회 실시 - 통기타프로그램 운영, 지역사회연계 활동으로 매주 금요일 요리프로그램 1년동안 진행할 예정(4월 중) - 도서관 연계로 매주 목요일 초등저학년 독서지도 프로그램 진행 - 지역사회연계 활동으로 매주 수요일에 미술프로그램 진행(4월 중순까지) - 5대안전의무교육 진행  3. 문화 - 전국투어캠프프로그램 진행(1박 2일 또는 2박 3일 등) - 매년 지역사회연계활동으로 체육대회 및 발표회 진행  4. 정서지원 - 정기상담 - 사례관리 기관 연계 - 심리정서지원 프로그램 진행  5. 지역사회연계 - CMS 후원개발 - 인근지역에 지속적인 홍보지를 활용한 홍보활동 - MOU 등 기관연계를 통한 후원개발 및 프로그램 연계활동 진행   * 각 영역별 특화프로그램 안내(2018년도 기준) 
735	토기장이지역아동센터	강원도 양구군 방산면 장평리 270-10 070-4148-5357 이용시간 학기중 : 11:00 ~ 19:30 방학중 : 10:00 ~ 06:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
736	태평지역아동센터	대전광역시 중구 태평로 118 노성빌딩 202호 태평동 042-524-3790 이용시간 학기중 : 11:00 ~ 20:00 방학중 : 10:00 ~ 19:00 토요일 : 10:00 ~ 15:00	아동센터란?  사회적 돌봄이 필요한 아동을 위한 지역사회안전망을 구축하여  아동의 건강한 자아성장을 지원하고 빈곤세습을 예방하기 위해 설립된 기관으로  5대프로그램 (보호, 교육, 문화체험, 복지, 지역사회연계)을 제공합니다.      ․ 	▶교육  (체계적인 학습지도, 학년별 숙제지도)  ▶생활지도  (위생, 식사, 예절지도)  ▶문화체험  (영화관람, 캠프, 여행)  ․ 아이를 믿고 맡길 수 있는 곳 ․ 방과 후 교육프로그램 제공 ․ 문화체험 서비스 제공  
737	태평지역아동센터	전라북도 전주시 완산구 중산4길 10 063-213-1388 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
738	태평동푸른학교지역아동센터	경기도 성남시 수정구 탄리로96번길 4 3층 (태평동) 031-751-5432 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
739	태전지역아동센터	경기도 광주시 봉골길134번길 14-5 1층 031-765-7084 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
740	태전지역아동센터	대구광역시 북구 칠곡중앙대로69길 14-17 2층 (태전동) 053-323-8826 이용시간 학기중 : 10:30 ~ 21:00 방학중 : 09:00 ~ 20:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
741	태전소망지역아동센터	경기도 광주시 옥토골길 17 태전동 031-768-8191 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
